"target_end_date","location","target","model","location_name","ae","wgt_iw","wgt_pen_u","wgt_pen_l","wis"
2020-11-14,"01","4 wk ahead inc case","COVIDhub-ensemble","Alabama",5654,228.685714285714,4478.85714285714,0,4707.54285714286
2020-11-14,"01001","4 wk ahead inc case","COVIDhub-ensemble","Autauga County",NA,7.17857142857143,NA,NA,NA
2020-11-14,"02","4 wk ahead inc case","COVIDhub-ensemble","Alaska",2504,45.6285714285714,2196.85714285714,0,2242.48571428571
2020-11-14,"04","4 wk ahead inc case","COVIDhub-ensemble","Arizona",10210,383.4,8217.71428571429,0,8601.11428571429
2020-11-14,"05","4 wk ahead inc case","COVIDhub-ensemble","Arkansas",5136,218.85,3876,0,4094.85
2020-11-14,"06","4 wk ahead inc case","COVIDhub-ensemble","California",36888,1056.2,31461.7142857143,0,32517.9142857143
2020-11-14,"08","4 wk ahead inc case","COVIDhub-ensemble","Colorado",24055,344.185714285714,21752.7142857143,0,22096.9
2020-11-14,"09","4 wk ahead inc case","COVIDhub-ensemble","Connecticut",8659,100.45,7524.71428571429,0,7625.16428571429
2020-11-14,"10","4 wk ahead inc case","COVIDhub-ensemble","Delaware",1398,42.5285714285714,986.857142857143,0,1029.38571428571
2020-11-14,"12","4 wk ahead inc case","COVIDhub-ensemble","Florida",20975,1187.07142857143,12264.7142857143,0,13451.7857142857
2020-11-14,"13","4 wk ahead inc case","COVIDhub-ensemble","Georgia",10897,376.835714285714,7326.42857142857,0,7703.26428571429
2020-11-14,"15","4 wk ahead inc case","COVIDhub-ensemble","Hawaii",134,51.6,19.1428571428571,0,70.7428571428571
2020-11-14,"16","4 wk ahead inc case","COVIDhub-ensemble","Idaho",4180,147.207142857143,3475.71428571429,0,3622.92142857143
2020-11-14,"17","4 wk ahead inc case","COVIDhub-ensemble","Illinois",63615,1154.53571428571,54612.7142857143,0,55767.25
2020-11-14,"18","4 wk ahead inc case","COVIDhub-ensemble","Indiana",26599,478.707142857143,22922.7142857143,0,23401.4214285714
2020-11-14,"19","4 wk ahead inc case","COVIDhub-ensemble","Iowa",25778,208.142857142857,24497.7142857143,0,24705.8571428571
2020-11-14,"20","4 wk ahead inc case","COVIDhub-ensemble","Kansas",12906,176,12038.8571428571,0,12214.8571428571
2020-11-14,"21","4 wk ahead inc case","COVIDhub-ensemble","Kentucky",9124,302.021428571429,6853.42857142857,0,7155.45
2020-11-14,"22","4 wk ahead inc case","COVIDhub-ensemble","Louisiana",7469,184.842857142857,5977.85714285714,0,6162.7
2020-11-14,"23","4 wk ahead inc case","COVIDhub-ensemble","Maine",958,22.9285714285714,819.714285714286,0,842.642857142857
2020-11-14,"24","4 wk ahead inc case","COVIDhub-ensemble","Maryland",7226,260.471428571429,5597.71428571429,0,5858.18571428571
2020-11-14,"25","4 wk ahead inc case","COVIDhub-ensemble","Massachusetts",11998,330.064285714286,10211.1428571429,0,10541.2071428571
2020-11-14,"26","4 wk ahead inc case","COVIDhub-ensemble","Michigan",35067,547.035714285714,32174.4285714286,0,32721.4642857143
2020-11-14,"27","4 wk ahead inc case","COVIDhub-ensemble","Minnesota",30766,369.735714285714,28499.7142857143,0,28869.45
2020-11-14,"28","4 wk ahead inc case","COVIDhub-ensemble","Mississippi",2087,234.014285714286,1328.71428571429,0,1562.72857142857
2020-11-14,"29","4 wk ahead inc case","COVIDhub-ensemble","Missouri",24975,662.978571428572,19563.8571428571,0,20226.8357142857
2020-11-14,"30","4 wk ahead inc case","COVIDhub-ensemble","Montana",2736,167.678571428571,1724.57142857143,0,1892.25
2020-11-14,"31","4 wk ahead inc case","COVIDhub-ensemble","Nebraska",8991,251.7,6584.42857142857,0,6836.12857142857
2020-11-14,"32","4 wk ahead inc case","COVIDhub-ensemble","Nevada",6419,138.821428571429,5496.14285714286,0,5634.96428571429
2020-11-14,"33","4 wk ahead inc case","COVIDhub-ensemble","New Hampshire",1465,41.35,1173.28571428571,0,1214.63571428571
2020-11-14,"34","4 wk ahead inc case","COVIDhub-ensemble","New Jersey",20673,237.414285714286,19829.2857142857,0,20066.7
2020-11-14,"35","4 wk ahead inc case","COVIDhub-ensemble","New Mexico",5843,152.028571428571,4623.28571428571,0,4775.31428571429
2020-11-14,"36","4 wk ahead inc case","COVIDhub-ensemble","New York",22899,364.171428571429,20425.5714285714,0,20789.7428571429
2020-11-14,"37","4 wk ahead inc case","COVIDhub-ensemble","North Carolina",3900,528.192857142857,1267.42857142857,0,1795.62142857143
2020-11-14,"38","4 wk ahead inc case","COVIDhub-ensemble","North Dakota",5136,172.164285714286,4195.71428571429,0,4367.87857142857
2020-11-14,"39","4 wk ahead inc case","COVIDhub-ensemble","Ohio",31287,475.328571428571,28521.2857142857,0,28996.6142857143
2020-11-14,"40","4 wk ahead inc case","COVIDhub-ensemble","Oklahoma",10595,234.278571428571,9065.57142857143,0,9299.85
2020-11-14,"41","4 wk ahead inc case","COVIDhub-ensemble","Oregon",4266,97.0142857142857,3651.42857142857,0,3748.44285714286
2020-11-14,"42","4 wk ahead inc case","COVIDhub-ensemble","Pennsylvania",21716,429.671428571429,18843.4285714286,0,19273.1
2020-11-14,"44","4 wk ahead inc case","COVIDhub-ensemble","Rhode Island",3839,100.378571428571,3167.85714285714,0,3268.23571428571
2020-11-14,"45","4 wk ahead inc case","COVIDhub-ensemble","South Carolina",3516,252.192857142857,1940.85714285714,0,2193.05
2020-11-14,"46","4 wk ahead inc case","COVIDhub-ensemble","South Dakota",5542,137.242857142857,4786.57142857143,0,4923.81428571429
2020-11-14,"47","4 wk ahead inc case","COVIDhub-ensemble","Tennessee",13571,597.121428571429,11201.5714285714,0,11798.6928571429
2020-11-14,"48","4 wk ahead inc case","COVIDhub-ensemble","Texas",44937,1838.8,32939.5714285714,0,34778.3714285714
2020-11-14,"49","4 wk ahead inc case","COVIDhub-ensemble","Utah",14076,311.128571428571,11736,0,12047.1285714286
2020-11-14,"50","4 wk ahead inc case","COVIDhub-ensemble","Vermont",423,9.95,348.142857142857,0,358.092857142857
2020-11-14,"51","4 wk ahead inc case","COVIDhub-ensemble","Virginia",2327,432.371428571429,638.428571428571,0,1070.8
